Experiment,ID,GrowthEnvironment,Pop,PTF,DTB,GTF,Year,FlowDate,PlantDate,GermDate,HeightFFcm,Vernalized,DaysVern,TimesVern,Flowered,FlowWoVern,Seedstock,GermLocation,Geography,Taxonomy,SubSpecies,Species,Habitat,SpecificOrigin,RegionOrigin
Cult2013,ADOL1,greenhouse,ADOL,NA,NA,NA,2013,NA,2013-01-07,2013-01-14,NA,No,NA,NA,No,NA,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL2,greenhouse,ADOL,74,NA,66,2013,03/22/13,2013-01-07,2013-01-15,43.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL3,greenhouse,ADOL,75,NA,68,2013,03/23/13,2013-01-07,2013-01-14,34.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL4,greenhouse,ADOL,93,NA,84,2013,04/10/13,2013-01-07,2013-01-16,14.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL5,greenhouse,ADOL,86,NA,79,2013,04/03/13,2013-01-07,2013-01-14,32.1,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL6,greenhouse,ADOL,66,NA,59,2013,03/14/13,2013-01-07,2013-01-14,57,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL7,greenhouse,ADOL,140,NA,133,2013,05/27/13,2013-01-07,2013-01-14,30.6,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL8,greenhouse,ADOL,73,NA,66,2013,03/21/13,2013-01-07,2013-01-14,33.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL9,greenhouse,ADOL,64,NA,56,2013,03/12/13,2013-01-07,2013-01-15,33,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,ADOL10,greenhouse,ADOL,68,NA,60,2013,03/16/13,2013-01-07,2013-01-15,27.7,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL1,greenhouse,AROL,58,NA,44,2013,03/06/13,2013-01-07,2013-01-21,43.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL2,greenhouse,AROL,56,NA,42,2013,03/04/13,2013-01-07,2013-01-21,44.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL3,greenhouse,AROL,50,NA,37,2013,02/26/13,2013-01-07,2013-01-20,63.6,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL4,greenhouse,AROL,76,NA,63,2013,03/24/13,2013-01-07,2013-01-20,57.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL5,greenhouse,AROL,61,NA,52,2013,03/09/13,2013-01-07,2013-01-16,68.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL6,greenhouse,AROL,61,NA,54,2013,03/09/13,2013-01-07,2013-01-14,56.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL7,greenhouse,AROL,68,NA,57,2013,03/16/13,2013-01-07,2013-01-18,76.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL8,greenhouse,AROL,51,NA,40,2013,02/27/13,2013-01-07,2013-01-18,53.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL9,greenhouse,AROL,47,NA,40,2013,02/23/13,2013-01-07,2013-01-14,56,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,AROL10,greenhouse,AROL,67,NA,39,2013,03/15/13,2013-01-07,2013-02-04,43.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,CBBG1,greenhouse,CBBG,102,NA,98,2013,04/19/13,2013-01-07,2013-01-11,44.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG2,greenhouse,CBBG,98,NA,94,2013,04/15/13,2013-01-07,2013-01-11,50,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG3,greenhouse,CBBG,83,NA,79,2013,03/31/13,2013-01-07,2013-01-11,45.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG4,greenhouse,CBBG,100,NA,96,2013,04/17/13,2013-01-07,2013-01-11,77.1,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG5,greenhouse,CBBG,123,NA,119,2013,05/10/13,2013-01-07,2013-01-11,72.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG6,greenhouse,CBBG,107,NA,103,2013,04/24/13,2013-01-07,2013-01-11,54,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG7,greenhouse,CBBG,70,NA,66,2013,03/18/13,2013-01-07,2013-01-11,62.6,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG8,greenhouse,CBBG,91,NA,87,2013,04/08/13,2013-01-07,2013-01-11,63.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG9,greenhouse,CBBG,84,NA,80,2013,04/01/13,2013-01-07,2013-01-11,73.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,CBBG10,greenhouse,CBBG,116,NA,112,2013,05/03/13,2013-01-07,2013-01-11,13.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,BountifulGardens,european
Cult2013,COOL1,greenhouse,COOL,49,NA,42,2013,02/25/13,2013-01-07,2013-01-14,58.7,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL2,greenhouse,COOL,60,NA,49,2013,03/08/13,2013-01-07,2013-01-18,68.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL3,greenhouse,COOL,61,NA,50,2013,03/09/13,2013-01-07,2013-01-18,76.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL4,greenhouse,COOL,51,NA,41,2013,02/27/13,2013-01-07,2013-01-17,68.9,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL5,greenhouse,COOL,46,NA,39,2013,02/22/13,2013-01-07,2013-01-14,70.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL6,greenhouse,COOL,61,NA,50,2013,03/09/13,2013-01-07,2013-01-18,70.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL7,greenhouse,COOL,60,NA,53,2013,03/08/13,2013-01-07,2013-01-14,41.1,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL8,greenhouse,COOL,49,NA,43,2013,02/25/13,2013-01-07,2013-01-13,52.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL9,greenhouse,COOL,62,NA,51,2013,03/10/13,2013-01-07,2013-01-18,59,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,COOL10,greenhouse,COOL,85,NA,76,2013,04/02/13,2013-01-07,2013-01-16,23.7,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,MSU,oleifera
Cult2013,DAJO1,greenhouse,DAJO,146,NA,142,2013,06/02/13,2013-01-07,2013-01-11,70.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO2,greenhouse,DAJO,121,NA,117,2013,05/08/13,2013-01-07,2013-01-11,41.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO3,greenhouse,DAJO,103,NA,99,2013,04/20/13,2013-01-07,2013-01-11,31.7,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO4,greenhouse,DAJO,106,NA,102,2013,04/23/13,2013-01-07,2013-01-11,63.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO5,greenhouse,DAJO,121,NA,117,2013,05/08/13,2013-01-07,2013-01-11,25.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO6,greenhouse,DAJO,95,NA,91,2013,04/12/13,2013-01-07,2013-01-11,23.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO7,greenhouse,DAJO,129,NA,125,2013,05/16/13,2013-01-07,2013-01-11,49.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO8,greenhouse,DAJO,114,NA,110,2013,05/01/13,2013-01-07,2013-01-11,18,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO9,greenhouse,DAJO,110,NA,106,2013,04/27/13,2013-01-07,2013-01-11,45.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,DAJO10,greenhouse,DAJO,93,NA,89,2013,04/10/13,2013-01-07,2013-01-11,42.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,JohnScheepers,european
Cult2013,ESNK1,greenhouse,ESNK,85,NA,81,2013,04/02/13,2013-01-07,2013-01-11,65,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK2,greenhouse,ESNK,95,NA,91,2013,04/12/13,2013-01-07,2013-01-11,52.1,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK3,greenhouse,ESNK,77,NA,70,2013,03/25/13,2013-01-07,2013-01-14,47.7,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK4,greenhouse,ESNK,87,NA,83,2013,04/04/13,2013-01-07,2013-01-11,52.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK5,greenhouse,ESNK,87,NA,83,2013,04/04/13,2013-01-07,2013-01-11,87.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK6,greenhouse,ESNK,86,NA,82,2013,04/03/13,2013-01-07,2013-01-11,57.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK7,greenhouse,ESNK,95,NA,88,2013,04/12/13,2013-01-07,2013-01-14,45.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK8,greenhouse,ESNK,96,NA,92,2013,04/13/13,2013-01-07,2013-01-11,40.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK9,greenhouse,ESNK,88,NA,84,2013,04/05/13,2013-01-07,2013-01-11,50,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,ESNK10,greenhouse,ESNK,73,NA,69,2013,03/21/13,2013-01-07,2013-01-11,51.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,NKLawn,european
Cult2013,MABG1,greenhouse,MABG,52,NA,48,2013,02/28/13,2013-01-07,2013-01-11,84,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG2,greenhouse,MABG,51,NA,47,2013,02/27/13,2013-01-07,2013-01-11,74.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG3,greenhouse,MABG,49,NA,45,2013,02/25/13,2013-01-07,2013-01-11,48.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG4,greenhouse,MABG,45,NA,41,2013,02/21/13,2013-01-07,2013-01-11,62.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG5,greenhouse,MABG,37,NA,33,2013,02/13/13,2013-01-07,2013-01-11,67.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG6,greenhouse,MABG,48,NA,44,2013,02/24/13,2013-01-07,2013-01-11,66.1,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG7,greenhouse,MABG,42,NA,38,2013,02/18/13,2013-01-07,2013-01-11,50.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG8,greenhouse,MABG,45,NA,41,2013,02/21/13,2013-01-07,2013-01-11,87.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG9,greenhouse,MABG,41,NA,37,2013,02/17/13,2013-01-07,2013-01-11,53.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MABG10,greenhouse,MABG,41,NA,37,2013,02/17/13,2013-01-07,2013-01-11,41.1,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,MYJO1,greenhouse,MYJO,64,NA,60,2013,03/12/13,2013-01-07,2013-01-11,32.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO2,greenhouse,MYJO,114,NA,109,2013,05/01/13,2013-01-07,2013-01-12,35.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO3,greenhouse,MYJO,143,NA,139,2013,05/30/13,2013-01-07,2013-01-11,33.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO4,greenhouse,MYJO,50,NA,46,2013,02/26/13,2013-01-07,2013-01-11,25.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO5,greenhouse,MYJO,53,NA,49,2013,03/01/13,2013-01-07,2013-01-11,25.1,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO6,greenhouse,MYJO,129,NA,124,2013,05/16/13,2013-01-07,2013-01-12,54.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO7,greenhouse,MYJO,64,NA,60,2013,03/12/13,2013-01-07,2013-01-11,50.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO8,greenhouse,MYJO,64,NA,60,2013,03/12/13,2013-01-07,2013-01-11,35.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO9,greenhouse,MYJO,77,NA,73,2013,03/25/13,2013-01-07,2013-01-11,26,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,MYJO10,greenhouse,MYJO,127,NA,123,2013,05/14/13,2013-01-07,2013-01-11,29,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO1,greenhouse,NELO,176,NA,172,2013,07/02/13,2013-01-07,2013-01-11,41.6,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO2,greenhouse,NELO,170,NA,166,2013,06/26/13,2013-01-07,2013-01-11,26.7,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO3,greenhouse,NELO,136,NA,132,2013,05/23/13,2013-01-07,2013-01-11,17.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO4,greenhouse,NELO,134,NA,130,2013,05/21/13,2013-01-07,2013-01-11,41.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO5,greenhouse,NELO,146,NA,142,2013,06/02/13,2013-01-07,2013-01-11,30.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO6,greenhouse,NELO,162,NA,158,2013,06/18/13,2013-01-07,2013-01-11,36,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO7,greenhouse,NELO,NA,NA,NA,2013,NA,2013-01-07,2013-01-11,NA,No,NA,NA,No,NA,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO8,greenhouse,NELO,NA,NA,NA,2013,NA,2013-01-07,2013-01-11,NA,No,NA,NA,No,NA,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO9,greenhouse,NELO,NA,NA,NA,2013,NA,2013-01-07,2013-01-11,NA,No,NA,NA,No,NA,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,NELO10,greenhouse,NELO,202,NA,198,2013,07/28/13,2013-01-07,2013-01-11,40.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,daikon,sativus,sativus,cultivar,JohnScheepers,daikon
Cult2013,OIBG1,greenhouse,OIBG,96,NA,92,2013,04/13/13,2013-01-07,2013-01-11,43.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG2,greenhouse,OIBG,69,NA,65,2013,03/17/13,2013-01-07,2013-01-11,28.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG3,greenhouse,OIBG,64,NA,60,2013,03/12/13,2013-01-07,2013-01-11,23.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG4,greenhouse,OIBG,54,NA,50,2013,03/02/13,2013-01-07,2013-01-11,55.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG5,greenhouse,OIBG,90,NA,86,2013,04/07/13,2013-01-07,2013-01-11,35.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG6,greenhouse,OIBG,80,NA,76,2013,03/28/13,2013-01-07,2013-01-11,33.9,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG7,greenhouse,OIBG,66,NA,62,2013,03/14/13,2013-01-07,2013-01-11,43,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG8,greenhouse,OIBG,63,NA,59,2013,03/11/13,2013-01-07,2013-01-11,37.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG9,greenhouse,OIBG,51,NA,47,2013,02/27/13,2013-01-07,2013-01-11,25.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,OIBG10,greenhouse,OIBG,71,NA,67,2013,03/19/13,2013-01-07,2013-01-11,42.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,oleifera,sativus,sativus,cultivar,BountifulGardens,oleifera
Cult2013,RABG1,greenhouse,RABG,54,NA,50,2013,03/02/13,2013-01-07,2013-01-11,79,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG2,greenhouse,RABG,45,NA,41,2013,02/21/13,2013-01-07,2013-01-11,62.9,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG3,greenhouse,RABG,40,NA,35,2013,02/16/13,2013-01-07,2013-01-12,54.9,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG4,greenhouse,RABG,58,NA,54,2013,03/06/13,2013-01-07,2013-01-11,75.7,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG5,greenhouse,RABG,50,NA,46,2013,02/26/13,2013-01-07,2013-01-11,70.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG6,greenhouse,RABG,63,NA,59,2013,03/11/13,2013-01-07,2013-01-11,19.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG7,greenhouse,RABG,46,NA,40,2013,02/22/13,2013-01-07,2013-01-13,68.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG8,greenhouse,RABG,46,NA,42,2013,02/22/13,2013-01-07,2013-01-11,58.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG9,greenhouse,RABG,59,NA,55,2013,03/07/13,2013-01-07,2013-01-11,73.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RABG10,greenhouse,RABG,49,NA,42,2013,02/25/13,2013-01-07,2013-01-14,49.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,BountifulGardens,caudatus
Cult2013,RACA1,greenhouse,RACA,49,NA,43,2013,02/25/13,2013-01-07,2013-01-13,72.9,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA2,greenhouse,RACA,46,NA,40,2013,02/22/13,2013-01-07,2013-01-13,59.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA3,greenhouse,RACA,60,NA,54,2013,03/08/13,2013-01-07,2013-01-13,42.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA4,greenhouse,RACA,53,NA,47,2013,03/01/13,2013-01-07,2013-01-13,62.4,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA5,greenhouse,RACA,40,NA,34,2013,02/16/13,2013-01-07,2013-01-13,54.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA6,greenhouse,RACA,51,NA,46,2013,02/27/13,2013-01-07,2013-01-12,83.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA7,greenhouse,RACA,57,NA,53,2013,03/05/13,2013-01-07,2013-01-11,86.5,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA8,greenhouse,RACA,38,NA,31,2013,02/14/13,2013-01-07,2013-01-14,53,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA9,greenhouse,RACA,38,NA,33,2013,02/14/13,2013-01-07,2013-01-12,61,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,RACA10,greenhouse,RACA,48,NA,44,2013,02/24/13,2013-01-07,2013-01-11,61.6,No,NA,NA,Yes,Yes,Nursery,InGH,NA,caudatus,sativus,sativus,cultivar,California,caudatus
Cult2013,SPEU1,greenhouse,SPEU,79,NA,76,2013,03/27/13,2013-01-07,2013-01-10,73.6,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,unknown,european
Cult2013,SPEU2,greenhouse,SPEU,100,NA,97,2013,04/17/13,2013-01-07,2013-01-10,76.2,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,unknown,european
Cult2013,SPEU3,greenhouse,SPEU,39,NA,35,2013,02/15/13,2013-01-07,2013-01-11,73.8,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,unknown,european
Cult2013,SPEU4,greenhouse,SPEU,62,NA,58,2013,03/10/13,2013-01-07,2013-01-11,87.3,No,NA,NA,Yes,Yes,Nursery,InGH,NA,european,sativus,sativus,cultivar,unknown,european
